SRC_SIGNGU_CD,RECORD_CODE,PROJ_CODE,SITE_CODE,UBPS_CODE,RECORD_TYPE,DRAWING_NO,RECORD_CODE_P,RECORD_CODE_T,DRAWING_STATUS_CODE,CLASSIFY_G,ZONE_NAME,AREA_PREV,AREA_VARI,AREA_CHANGE,AREA_AFTER,LOCATION_NAME,HOLD_PERIOD,DESCRIPT,D_NOTICE_CODE,P_NOTICE_CODE,FEATURE_EXIST_YN,FRST_REGIST_DT,LAST_UPDT_DT
29000,29000BTZ201407010457,29000PPL201407010101,29000,UBP_A1020200,PMA0003,,29000BTZ201407010456,29000BTZ200304080004,PMC0003,UDV100,개발제한구역,247237000,2,4150,247233000,광주광역시 동구 일원,,동구 월남동∮ 운림동 일원,29000NTC201407010101,29000NTC201407010101,N,20250430,20250430
51170,42170BTZ201806080117,42170PPL201806080883,51170,UBP_E1020200,PMA0003,,42170BTZ199901230001,42170BTZ196808060004,PMC0002,UQQ100,동해시 도시계획구역,198167320,2,34641,198132679,동해시 행정구역 전역 및 항만∮ 어항구역 공유수면,,항만∮ 어항구역 면적과 도시계획구역면적 일원화를 위한 국토이용정보체계 활용 및 연계에 따른 구적오차 면적정정,42170NTC201806080883,42170NTC201806290882,Y,20250430,20250430
29000,29000BTZ200603070159,29000PPL200603070591,29000,UBP_A1020200,PMA0003,79,29000BTZ200308140158,29000BTZ200308140158,PMC0003,UDV100,담안∮동림∮우성,55402,1,10090,65492,충효동162-4일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
46110,46110BTZ197603275537,46110PPL197603270037,46110,UBP_E1020200,PMA0003,10,46110BTZ197408145091,46110BTZ196607145265,PMC0003,UQT600,삼향공원,48000,1,19000,67000,임성리,,,46110NTC197603270037,,N,20250430,20250430
29000,29000BTZ200603070252,29000PPL200603070591,29000,UBP_A1020200,PMA0003,25,29000BTZ200308140251,29000BTZ200308140251,PMC0003,UDV100,상신,7215,,,7215,석정동485일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ202109010374,29000PPL202109010549,29000,UBP_A1020200,PMA0003,,29000BTZ202009010371,29000BTZ202009010371,PMC0003,UQQ900,개발행위허가제한지역,143631,,,143631,광주광역시 북구 충효동 일원,,,29000NTC202109010549,29000NTC202109010549,N,20250430,20250430
51170,42170BTZ199901230001,42170PPL199901230005,51170,UBP_K1020200,PMA0002,,42170BTZ199612260002,42170BTZ196808060004,PMC0003,UQQ100,동해,121710000,1,23000,121733000,동해시 도시지역(삼화동∮삼흥동 일부지역을 제외한 전지역) 및 항만구역,,건설부고시제227호(1986-5-19)구역 변경없이 면적변경 - 도시계획구역 결정조서,42170NTC199901230005,42170NTC199901250006,,20250430,20250430
29000,29000BTZ200603070248,29000PPL200603070591,29000,UBP_A1020200,PMA0003,184,29000BTZ200308140247,29000BTZ200308140247,PMC0003,UDV100,산음,12314,1,10368,22682,지산동348-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201407010467,29000PPL201407010112,29000,UBP_A1020200,PMA0003,,29000BTZ201407010458,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247227000,2,6294,247221000,광주광역시 서구 일원,,서구 매월동∮ 용두동 일원,29000NTC201407010112,29000NTC201407010112,Y,20250430,20250430
51190,42190BTZ197612070001,42190PPL000000000474,51190,UBP_E1020200,PMA0003,,42190BTZ000000000002,42190BTZ000000000002,PMC0002,UQQ100,장성 도시계획구역,28750000,2,7915000,20835000,장성읍 일부,,,42190NTC000000000747,,Y,20250430,20250430
29000,29000BTZ200603070212,29000PPL200603070591,29000,UBP_A1020200,PMA0003,169,29000BTZ200308140211,29000BTZ200308140211,PMC0003,UDV100,발산,13671,1,11343,25014,오선동425-4일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
51190,42190BTZ197612070002,42190PPL000000000474,51190,UBP_E1020200,PMA0003,,42190BTZ197612070002,42190BTZ197612070002,PMC0003,UQQ100,황지 도시계획구역,13966000,2,5276000,8690000,황지읍 일부,,,42190NTC000000000747,,,20250430,20250430
29000,29000BTZ200603070250,29000PPL200603070591,29000,UBP_A1020200,PMA0003,163,29000BTZ200308140249,29000BTZ200308140249,PMC0003,UDV100,산정,12779,1,8970,21749,연산동267일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
51190,42190BTZ000000000003,42190PPL000000000010,51190,UBP_E1020200,PMA0003,,42190BTZ197612070002,42190BTZ197612070002,PMC0003,UQQ100,황지 도시계획구역,8690000,1,3610000,12300000,강원도 삼척시 장성읍 황지리∮ 화전리 각 일부,,,42190NTC000000000010,,,20250430,20250430
29000,29000BTZ200603070407,29000PPL200603070591,29000,UBP_A1020200,PMA0003,160,29000BTZ200308140406,29000BTZ200308140406,PMC0003,UDV100,장암,35254,1,55777,91031,신촌동93-4일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201407010487,29000PPL201407010132,29000,UBP_A1020200,PMA0003,,29000BTZ201407010486,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247073000,2,5466,247068000,광주광역시 광산구 일원,,광산구 도덕동∮ 삼거동∮ 오운동 일원,29000NTC201407010132,29000NTC201407010132,Y,20250430,20250430
51190,42190BTZ000000000006,42190PPL000000000025,51190,UBP_E1020200,PMA0004,,42190BTZ197612070001,42190BTZ000000000002,PMC0003,UQQ100,장성 도시계획구역,20835000,2,20835000,0,삼척군 장성읍 일부,,,42190NTC000000000028,,,20250430,20250430
29000,29000BTZ200603070399,29000PPL200603070591,29000,UBP_A1020200,PMA0003,68,29000BTZ200308140397,29000BTZ200308140397,PMC0003,UDV100,임암,29609,1,28722,58331,용강동436일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070196,29000PPL200603070591,29000,UBP_A1020200,PMA0003,128,29000BTZ200308140195,29000BTZ200308140195,PMC0003,UDV100,마곡,26260,1,17351,43611,본덕동198일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201301020007,29000PPL201301026899,29000,UBP_A1020200,PMA0002,,,29000BTZ201301020007,PMC0003,UQQ100,월남도시개발구역,46522,,,46522,광주 동구 월남동 180번지 일원,,,29000NTC201301026899,,N,20250430,20250430
41310,41310BTZ201005250013,41310PPL201005250417,41310,UBP_E1020200,PMA0001,,,41310BTZ201005250013,PMC0003,UQT600,동구릉 도시자연공원구역,0,1,2173940,2173940,구리시 인창동 산2-1 일원,,도시자연공원구역지정,41310NTC201005250716,41310NTC201005250716,,20250430,20250430
51190,42190BTZ000000000004,42190PPL000000000025,51190,UBP_E1020200,PMA0004,,42190BTZ000000000003,42190BTZ197612070002,PMC0003,UQQ100,황지 도시계획구역,12300000,2,12300000,0,삼척군 황지읍 일부,,,42190NTC000000000028,,,20250430,20250430
29000,29000BTZ200603070171,29000PPL200603070591,29000,UBP_A1020200,PMA0003,50,29000BTZ200308140170,29000BTZ200308140170,PMC0003,UDV100,도동,37341,1,3333,40674,행암동209일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200308140010,29000PPL200308140079,29000,UBP_A1020200,PMA0004,,,29000BTZ200308140010,PMC0003,UDV100,개발제한구역(집단취락),43812,2,43812,0,동구 월남동 녹동마을,,제1종지구단위계획,29000NTC200308140079,29000NTC200308140079,N,20250430,20250430
29000,29000BTZ200603070445,29000PPL200603070591,29000,UBP_A1020200,PMA0003,96,29000BTZ200308140444,29000BTZ200308140444,PMC0003,UDV100,풍숙,57748,1,20134,77882,남산동172일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070182,29000PPL200603070591,29000,UBP_A1020200,PMA0003,156,29000BTZ200308140181,29000BTZ200308140181,PMC0003,UDV100,동복∮서복,20016,1,50375,100391,신동390일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070403,29000PPL200603070591,29000,UBP_A1020200,PMA0003,141,29000BTZ200308140402,29000BTZ200308140402,PMC0003,UDV100,입석,35738,1,22813,58551,산수동221일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
51190,42190BTZ000000000005,42190PPL000000000025,51190,UBP_E1020200,PMA0001,,42190BTZ000000000016,42190BTZ000000000001,PMC0003,UQQ100,태백 도시계획구역,0,1,64455000,64455000,태백시,,시승격 1981.07.01,42190NTC000000000028,,,20250430,20250430
29000,29000BTZ200603070272,29000PPL200603070591,29000,UBP_A1020200,PMA0003,130,29000BTZ200308140271,29000BTZ200308140271,PMC0003,UDV100,서호,18004,1,15033,33037,본덕동254일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070366,29000PPL200603070591,29000,UBP_A1020200,PMA0003,109,29000BTZ200308140364,29000BTZ200308140364,PMC0003,UDV100,용호,22342,1,3950,26292,동호동927일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070147,29000PPL200603070591,29000,UBP_A1020200,PMA0003,113,29000BTZ200308140146,29000BTZ200308140146,PMC0003,UDV100,내등,49020,2,24162,24858,등임동281-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
51190,42190BTZ000000000007,42190PPL000000000038,51190,UBP_E1020200,PMA0004,,42190BTZ000000000006,42190BTZ000000000002,PMC0003,UQQ100,장성 도시계획구역,20835000,2,20835000,0,장성읍 일부,,,42190NTC000000000043,42190NTC000000000043,,20250430,20250430
29000,29000BTZ201407010485,29000PPL201407010130,29000,UBP_A1020200,PMA0003,,29000BTZ201407010484,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247083000,2,4643,247078000,광주광역시 광산구 일원,,광산구 선동. 지산동∮ 산수동∮ 송치동 일원,29000NTC201407010130,29000NTC201407010130,Y,20250430,20250430
29000,29000BTZ200603070266,29000PPL200603070591,29000,UBP_A1020200,PMA0003,66,29000BTZ200308140265,29000BTZ200308140265,PMC0003,UDV100,새터,41664,1,5487,47151,오치동201일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070151,29000PPL200603070591,29000,UBP_A1020200,PMA0003,20,29000BTZ200308140150,29000BTZ200308140150,PMC0003,UDV100,노대,70006,1,56892,126898,노대동400일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201602240500,29000PPL201602241262,29000,UBP_K1020200,PMA0003,,29000BTZ201512290499,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,246525702,2,1146823,245378879,광주광역시 광산구 연산동∮옥동∮ 요기동∮ 월전동 일원,,,29000NTC201602241262,,Y,20250430,20250430
51190,42190BTZ000000000016,42190PPL000000000474,51190,UBP_E1020200,PMA0003,,42190BTZ000000000001,42190BTZ000000000001,PMC0003,UQQ100,태백 도시계획구역,66633000,,,66633000,태백시,,시승격 1981.07.01로 인해 폐지,42190NTC000000000747,,,20250430,20250430
29000,29000BTZ200603070111,29000PPL200603070591,29000,UBP_A1020200,PMA0003,30,29000BTZ200308140110,29000BTZ200308140110,PMC0003,UDV100,개동,37624,1,9631,47255,압촌동349-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201407010489,29000PPL201407010134,29000,UBP_A1020200,PMA0003,,29000BTZ201407010488,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247065000,2,7542,247057000,광주광역시 광산구 일원,,광산구 등임동∮ 박호동∮ 서봉동∮ 선암동 일원,29000NTC201407010134,29000NTC201407010134,Y,20250430,20250430
41220,41220BTZ197208250003,41220PPL197208250001,41220,UBP_E1020200,PMA0001,,,41220BTZ197208250003,PMC0003,UQQ100,안중도시계획구역,0,1,14960000,14960000,오성면∮ 현덕면,,오성면:4∮020∮000㎡∮ 현덕면:10∮940∮000㎡,41220NTC197208250008,41220NTC197905040043,N,20250430,20250430
29000,29000BTZ200603070346,29000PPL200603070591,29000,UBP_A1020200,PMA0003,119,29000BTZ200308140345,29000BTZ200308140345,PMC0003,UDV100,예림∮평림,64065,1,6220,70285,명도동327-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
41220,41220BTZ197501210004,41220PPL197501210001,41220,UBP_E1020200,PMA0003,,,41220BTZ197501210004,PMC0003,UQQ100,송탄도시계획구역,15407000,2,3750000,11657000,송탄읍∮신장∮서정∮이충∮지산∮독곡∮장안리,,지산∮독곡∮ 장안일부지역제외,41220NTC197501210017,,N,20250430,20250430
29000,29000BTZ200603070135,29000PPL200603070591,29000,UBP_A1020200,PMA0003,177,29000BTZ200308140134,29000BTZ200308140134,PMC0003,UDV100,기곡,34391,1,37902,72293,용곡동633일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
41220,41220BTZ197507120006,41220PPL197507120001,41220,UBP_E1020200,PMA0001,,,41220BTZ197507120006,PMC0003,UQQ100,팽성도시계획구역,0,1,3180000,3180000,평택군 팽성면 일부,,객사리∮ 남산리∮ 용산리∮ 안정리,41220NTC197507120019,41220NTC197905040043,N,20250430,20250430
29000,29000BTZ201407010493,29000PPL201407010138,29000,UBP_A1020200,PMA0003,,29000BTZ201407010492,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247045000,2,7619,247037000,광주광역시 광산구 일원,,광산구 용곡동∮ 연산동 일원,29000NTC201407010138,29000NTC201407010138,Y,20250430,20250430
41220,41220BTZ197510020007,41220PPL197510020001,41220,UBP_A1020200,PMA0003,,41220BTZ197208250002,41220BTZ195303110001,PMC0003,UQQ100,평택도시계획구역,14240000,2,3940000,10300000,평택군 평택읍 일부,,,41220NTC197510020020,41220NTC197905040043,N,20250430,20250430
29000,29000BTZ201407010470,29000PPL201407010115,29000,UBP_A1020200,PMA0003,,29000BTZ201407010469,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247214000,2,5230,247209000,광주광역시 남구 일원,,남구 노대동∮ 덕남동∮ 행암동 일원,29000NTC201407010115,29000NTC201407010115,Y,20250430,20250430
41220,41220BTZ197612180008,41220PPL197612180001,41220,UBP_E1020200,PMA0002,,41220BTZ197501210004,41220BTZ197501210004,PMC0003,UQQ100,송탄도시계획구역,11657000,,,11657000,평택군 송탄읍∮서탄읍 각 일부,,,41220NTC197612180027,41220NTC197905040043,N,20250430,20250430
29000,29000BTZ200603070370,29000PPL200603070591,29000,UBP_A1020200,PMA0003,189,29000BTZ200308140369,29000BTZ200308140369,PMC0003,UDV100,운평,77131,1,20052,97183,지평동88-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070254,29000PPL200603070591,29000,UBP_A1020200,PMA0003,62,29000BTZ200308140253,29000BTZ200308140253,PMC0003,UDV100,상월산,28455,1,4498,32953,삼각동397-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201407010479,29000PPL201407010124,29000,UBP_A1020200,PMA0003,,29000BTZ201407010478,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247115000,2,6068,247109000,광주광역시 광산구 일원,,광산구 신룡동∮ 두정동∮ 진곡동 일원,29000NTC201407010124,29000NTC201407010124,Y,20250430,20250430
41220,41220BTZ198604160009,41220PPL198604160001,41220,UBP_A1020200,PMA0002,,,41220BTZ198604160009,PMC0003,UQQ100,송탄도시계획구역,10694000,,,10694000,,,중복지정(0.800㎢),41220NTC198604160087,,N,20250430,20250430
29000,29000BTZ200603070441,29000PPL200603070591,29000,UBP_A1020200,PMA0003,187,29000BTZ200308140440,29000BTZ200308140440,PMC0003,UDV100,평지,48109,1,59492,107601,지정동514일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070284,29000PPL200603070591,29000,UBP_A1020200,PMA0003,81,29000BTZ200308140283,29000BTZ200308140283,PMC0003,UDV100,수리,25463,1,31954,57417,충효동853일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070413,29000PPL200603070591,29000,UBP_A1020200,PMA0003,94,29000BTZ200308140412,29000BTZ200308140412,PMC0003,UDV100,종산,31563,1,5895,37458,광산동387일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201407010461,29000PPL201407010106,29000,UBP_A1020200,PMA0003,,29000BTZ201407010460,29000BTZ200304080004,PMC0003,UDV100,개발제한구역,247163000,2,1557,247161000,광주광역시 북구 일원,,북구 태령동∮ 생용동 일원,29000NTC201407010106,29000NTC201407010106,N,20250430,20250430
29000,29000BTZ200603070314,29000PPL200603070591,29000,UBP_A1020200,PMA0003,54,29000BTZ200308140313,29000BTZ200308140313,PMC0003,UDV100,신창,17532,1,9546,27078,화장동890일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
41220,41220BTZ198604160011,41220PPL198604160001,41220,UBP_A1020200,PMA0002,,,41220BTZ198604160011,PMC0003,UQQ100,평택도시계획구역,69014000,,,69014000,팽성읍 전역 및 진위면·고덕면 일부,,중복지정(2.185㎢),41220NTC198604160087,,N,20250430,20250430
41220,41220BTZ198705110012,41220PPL198901140002,41220,UBP_E1020200,PMA0003,,41220BTZ197612180008,41220BTZ197501210004,PMC0003,UQQ100,송탄도시계획구역,11657000,1,13337000,24994000,송탄시 신장1∮2동∮지산동∮ 서정동 중앙동전역 및 송북동∮ 동부동 일부지역,,,41220NTC198705110105,41220NTC198906260158,N,20250430,20250430
29000,29000BTZ200603070102,29000PPL200603070591,29000,UBP_A1020200,PMA0003,188,29000BTZ200308140101,29000BTZ200308140101,PMC0003,UDV100,가삼,48525,1,8556,57081,지평동576-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070333,29000PPL200603070591,29000,UBP_A1020200,PMA0003,37,29000BTZ200308140331,29000BTZ200308140331,PMC0003,UDV100,양촌,41279,1,15202,56481,양촌동76-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070216,29000PPL200603070591,29000,UBP_A1020200,PMA0003,183,29000BTZ200308140215,29000BTZ200308140215,PMC0003,UDV100,백길,13755,,,13755,진곡동433-6일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070471,29000PPL200603070591,29000,UBP_A1020200,PMA0003,44,29000BTZ200308140470,29000BTZ200308140470,PMC0003,UDV100,황산,37607,1,8271,45878,이장동252-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070194,29000PPL200603070591,29000,UBP_A1020200,PMA0003,77,29000BTZ200308140193,29000BTZ200308140193,PMC0003,UDV100,등촌,93257,1,18886,112143,청풍동798-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
41220,41220BTZ197208250002,41220PPL197208250002,41220,UBP_E1020200,PMA0003,,41220BTZ195303110001,41220BTZ195303110001,PMC0003,UQQ100,평택도시계획구역,14560000,1,31700000,46260000,평택군 평택읍 일부∮ 팽성면 일부,,행정구역면적:평택읍30.59㎢∮팽성면55.941㎢∮ 평택읍일부(기정14.56㎢→변경26.19㎢(증11.63㎢))∮팽성읍일부(변경20.01㎢),41220NTC197208250009,,N,20250430,20250430
29000,29000BTZ200603070340,29000PPL200603070591,29000,UBP_A1020200,PMA0003,164,29000BTZ200308140338,29000BTZ200308140338,PMC0003,UDV100,연계,21194,1,17507,38701,연산동971-4일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070324,29000PPL200603070591,29000,UBP_A1020200,PMA0003,157,29000BTZ200308140319,29000BTZ200308140319,PMC0003,UDV100,신촌,61457,1,11695,73152,신룡동322일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
41220,41220BTZ199004120014,41220PPL198908190001,41220,UBP_E1020200,PMA0003,,41220BTZ197510020007,41220BTZ195303110001,PMC0003,UQQ100,평택도시계획구역,10240000,1,5680000,15920000,평택시 세교∮ 동삭∮ 비전∮ 지제∮ 죽백∮ 용이∮ 신대∮ 통복∮ 합정∮ 소사동 일부지역,,경기도고시제1979-176호(1979.05.04) / 가고시,41220NTC199004120187,41220NTC199004120187,N,20250430,20250430
29000,29000BTZ201706210501,29000PPL201706211272,29000,UBP_K1020200,PMA0003,,29000BTZ201602240500,29000BTZ200304080004,PMC0003,UDV100,개발제한구역,245378879,2,929605,244449274,광주광역시 남구 압촌동∮ 석정동∮ 지석동∮ 대지동∮ 칠석동 일원,,,29000NTC201706211272,,Y,20250430,20250430
29000,29000BTZ200603070310,29000PPL200603070591,29000,UBP_A1020200,PMA0003,17,29000BTZ200308140309,29000BTZ200308140309,PMC0003,UDV100,신용,18509,1,19117,37626,용두동467-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ200603070376,29000PPL200603070591,29000,UBP_A1020200,PMA0003,39,29000BTZ200308140375,29000BTZ200308140375,PMC0003,UDV100,원산,38650,1,16317,54967,원산동847-1일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
29000,29000BTZ201407010472,29000PPL201407010117,29000,UBP_A1020200,PMA0003,,29000BTZ201407010471,29000BTZ200304080004,PMC0002,UDV100,개발제한구역,247204000,2,5389,247199000,광주광역시 남구 일원,,남구 양과동∮ 이장동 일원,29000NTC201407010117,29000NTC201407010117,Y,20250430,20250430
29000,29000BTZ200603070336,29000PPL200603070591,29000,UBP_A1020200,PMA0003,71,29000BTZ200308140335,29000BTZ200308140335,PMC0003,UDV100,어운,36060,1,53844,89904,운정동494일원,,,29000NTC200603070591,29000NTC200603070591,N,20250430,20250430
